"","X","location","number","ABC","DateTime","Air_Temp","Tire","Tire_b","Soil","RH","Tire_RH","Solar","pcpn","dwpt","wdir","wspd","wspd_max","wstdv","Diff","Diff.S","Diff.ST","Diff.RH","Diff.b","condition","pull.date","sheet"
"124",371,"Arl","7","S",2021-10-11 15:00:00,17.4,20.269,NA,NA,99.8,97.405,550.1,0,NA,92.9,2.3,4.2,16.1,2.869,NA,NA,-2.395,NA,"pull1",2021-11-30,"B.12"
"125",375,"Arl","7","S",2021-10-11 16:00:00,18.7,21.103,NA,NA,98.5,93.843,363.4,0,NA,117.9,1.8,4,15.9,2.403,NA,NA,-4.657,NA,"pull1",2021-11-30,"B.12"
"126",377,"Arl","7","S",2021-10-11 17:00:00,18.9,19.912,NA,NA,97.5,95.21,201.7,0,NA,137.8,1.1,2.9,20.9,1.012,NA,NA,-2.29000000000001,NA,"pull1",2021-11-30,"B.12"
"127",381,"Arl","7","S",2021-10-11 18:00:00,18.3,18.461,NA,NA,99.1,98.378,54.2,0.25,NA,126,0.9,3,15.3,0.160999999999998,NA,NA,-0.721999999999994,NA,"pull1",2021-11-30,"B.12"
"128",383,"Arl","7","S",2021-10-11 19:00:00,17.8,17.701,NA,NA,99.9,99.918,1.6,0.25,NA,94.5,1.5,3,19.1,-0.0990000000000002,NA,NA,0.0180000000000007,NA,"pull1",2021-11-30,"B.12"
"129",387,"Arl","7","S",2021-10-11 20:00:00,17.6,17.272,NA,NA,99.9,100,0,0.25,NA,71.8,1.3,3.2,18.1,-0.328000000000003,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"130",390,"Arl","7","S",2021-10-11 21:00:00,17.3,16.987,NA,NA,99.9,100,0,0,NA,78.6,1.1,2.6,12.4,-0.313000000000002,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"131",392,"Arl","7","S",2021-10-11 22:00:00,16.9,16.582,NA,NA,99.9,100,0,11.68,NA,75,1.7,7,25.5,-0.317999999999998,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"132",396,"Arl","7","S",2021-10-11 23:00:00,16.6,16.606,NA,NA,99.8,100,0,0.25,NA,12.2,1.5,3.4,30.5,0.00600000000000023,NA,NA,0.200000000000003,NA,"pull1",2021-11-30,"B.12"
"133",397,"Arl","7","S",2021-10-12 00:00:00,16.7,16.868,NA,NA,99.9,100,0,0,NA,0.5,2,4,21.2,0.167999999999999,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"134",400,"Arl","7","S",2021-10-12 01:00:00,16.5,16.773,NA,NA,99.9,100,0,0,NA,350.7,2.5,4.7,25.4,0.273,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"135",403,"Arl","7","S",2021-10-12 02:00:00,16.3,16.606,NA,NA,99.9,100,0,0.25,NA,339.1,2.3,4.1,22.1,0.306000000000001,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"136",406,"Arl","7","S",2021-10-12 03:00:00,15.7,16.034,NA,NA,99.9,100,0,3.3,NA,319.9,2.8,4.7,13.2,0.334,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"137",410,"Arl","7","S",2021-10-12 04:00:00,15.3,15.867,NA,NA,99.9,100,0,0,NA,321.8,2.2,4.4,20.4,0.567,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"138",413,"Arl","7","S",2021-10-12 05:00:00,14.9,15.27,NA,NA,99.9,100,0,0,NA,294.7,3.3,6.3,13.4,0.369999999999999,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"139",416,"Arl","7","S",2021-10-12 06:00:00,14.3,14.864,NA,NA,99.9,100,0,0,NA,299.2,3.5,6.7,19.4,0.564,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"140",419,"Arl","7","S",2021-10-12 07:00:00,14.3,14.84,NA,NA,99.9,100,0.1,0,NA,313.4,2.4,5,17.4,0.539999999999999,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"141",421,"Arl","7","S",2021-10-12 08:00:00,14.2,14.816,NA,NA,99.9,100,12.4,0,NA,298.1,3,5.8,13.4,0.616000000000001,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"142",425,"Arl","7","S",2021-10-12 09:00:00,14.2,14.912,NA,NA,99.9,100,59.7,0,NA,291.8,3.2,5.9,13.9,0.712000000000002,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"143",429,"Arl","7","S",2021-10-12 10:00:00,14.2,14.888,NA,NA,99.9,100,101.3,0,NA,286.5,3.1,5.6,14.5,0.688000000000001,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"144",430,"Arl","7","S",2021-10-12 11:00:00,14.4,16.677,NA,NA,99.9,100,319.1,0,NA,298.6,2.8,5.2,13.8,2.277,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"145",433,"Arl","7","S",2021-10-12 12:00:00,14.8,17.391,NA,NA,99.1,98.501,399.2,0,NA,283.9,3.7,5.8,14.4,2.591,NA,NA,-0.59899999999999,NA,"pull1",2021-11-30,"B.12"
"146",437,"Arl","7","S",2021-10-12 13:00:00,15.4,18.913,NA,NA,95.8,91.612,574.5,0,NA,283.9,3.5,5.5,14.7,3.513,NA,NA,-4.188,NA,"pull1",2021-11-30,"B.12"
"147",441,"Arl","7","S",2021-10-12 14:00:00,16.1,19.484,NA,NA,92.1,89.117,558.4,0,NA,277.8,3.4,5.5,14.5,3.384,NA,NA,-2.98299999999999,NA,"pull1",2021-11-30,"B.12"
"148",442,"Arl","7","S",2021-10-12 15:00:00,16.6,20.579,NA,NA,88.3,81.876,662.2,0,NA,295.9,3.5,5.9,16.4,3.979,NA,NA,-6.42399999999999,NA,"pull1",2021-11-30,"B.12"
"149",445,"Arl","7","S",2021-10-12 16:00:00,16.5,18.485,NA,NA,86.6,87.414,299,0,NA,301.8,3.3,5.5,15.4,1.985,NA,NA,0.814000000000007,NA,"pull1",2021-11-30,"B.12"
"150",449,"Arl","7","S",2021-10-12 17:00:00,16.1,17.701,NA,NA,89,92.161,204.6,0,NA,307,2.9,5.3,13.8,1.601,NA,NA,3.161,NA,"pull1",2021-11-30,"B.12"
"151",451,"Arl","7","S",2021-10-12 18:00:00,15.8,16.415,NA,NA,92,93.836,87.5,0,NA,283.8,2.2,3.8,19.7,0.614999999999998,NA,NA,1.836,NA,"pull1",2021-11-30,"B.12"
"152",455,"Arl","7","S",2021-10-12 19:00:00,15.3,15.581,NA,NA,95.9,97.32,3.9,0,NA,252.3,1.2,2.6,15.8,0.280999999999999,NA,NA,1.41999999999999,NA,"pull1",2021-11-30,"B.12"
"153",457,"Arl","7","S",2021-10-12 20:00:00,15.2,15.27,NA,NA,96.8,98.488,0,0,NA,243.2,1.5,2.6,11.1,0.0700000000000003,NA,NA,1.688,NA,"pull1",2021-11-30,"B.12"
"154",461,"Arl","7","S",2021-10-12 21:00:00,15.1,15.127,NA,NA,97.6,99.363,0,0,NA,259.8,1,2.3,14.1,0.027000000000001,NA,NA,1.76300000000001,NA,"pull1",2021-11-30,"B.12"
"155",465,"Arl","7","S",2021-10-12 22:00:00,14.8,14.936,NA,NA,99.9,100,0,0,NA,231.6,0.6,2.3,11.2,0.135999999999999,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"156",466,"Arl","7","S",2021-10-12 23:00:00,14.8,14.984,NA,NA,99.9,100,0,0,NA,227.9,0.9,2,7,0.183999999999999,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"157",469,"Arl","7","S",2021-10-13 00:00:00,14.8,14.912,NA,NA,99.8,100,0,0,NA,231.2,0.2,1.6,4,0.112,NA,NA,0.200000000000003,NA,"pull1",2021-11-30,"B.12"
"158",474,"Arl","7","S",2021-10-13 01:00:00,14.7,14.84,NA,NA,99.9,100,0,0,NA,0,0,0,0,0.140000000000001,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"159",476,"Arl","7","S",2021-10-13 02:00:00,14.7,14.816,NA,NA,99.9,100,0,0,NA,0,0,0,0,0.116000000000001,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"160",480,"Arl","7","S",2021-10-13 03:00:00,14.6,14.721,NA,NA,99.9,100,0,0,NA,0,0,0,0,0.121,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"161",481,"Arl","7","S",2021-10-13 04:00:00,14.5,14.649,NA,NA,99.9,100,0,0,NA,130.6,0.1,1.2,18.9,0.148999999999999,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"162",485,"Arl","7","S",2021-10-13 05:00:00,14.5,14.649,NA,NA,99.9,100,0,0,NA,204,0.2,1.7,6.6,0.148999999999999,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"163",488,"Arl","7","S",2021-10-13 06:00:00,14.2,13.858,NA,NA,99.9,100,0,0,NA,127.8,0,1.1,1.6,-0.341999999999999,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"164",490,"Arl","7","S",2021-10-13 07:00:00,13.2,12.34,NA,NA,99.9,100,2,0,NA,111.2,0.6,1.6,21.9,-0.859999999999999,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"165",495,"Arl","7","S",2021-10-13 08:00:00,13.1,13.497,NA,NA,99.9,100,176.6,0,NA,149.2,0.6,2.8,12.1,0.397,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"166",498,"Arl","7","S",2021-10-13 09:00:00,14.4,14.888,NA,NA,99.4,100,235.8,0,NA,160.2,1.1,3.4,15.2,0.488,NA,NA,0.599999999999994,NA,"pull1",2021-11-30,"B.12"
"167",499,"Arl","7","S",2021-10-13 10:00:00,15,15.939,NA,NA,96.6,100,353.9,0,NA,128.6,1.5,3.8,17.3,0.939,NA,NA,3.40000000000001,NA,"pull1",2021-11-30,"B.12"
"168",503,"Arl","7","S",2021-10-13 11:00:00,15.3,15.438,NA,NA,92,99.271,179.5,0.25,NA,174.8,2.2,4.7,22.7,0.138,NA,NA,7.271,NA,"pull1",2021-11-30,"B.12"
"169",505,"Arl","7","S",2021-10-13 12:00:00,14.5,15.366,NA,NA,98.5,100,220,2.79,NA,144,2.8,7,34,0.866,NA,NA,1.5,NA,"pull1",2021-11-30,"B.12"
"170",509,"Arl","7","S",2021-10-13 13:00:00,15.5,16.487,NA,NA,95.2,97.769,669.8,0.25,NA,147.3,4,7.4,16.2,0.986999999999998,NA,NA,2.569,NA,"pull1",2021-11-30,"B.12"
"171",511,"Arl","7","S",2021-10-13 14:00:00,15.7,18.414,NA,NA,87.2,88.292,706.3,0,NA,149.3,4.7,8.8,15.2,2.714,NA,NA,1.092,NA,"pull1",2021-11-30,"B.12"
"172",514,"Arl","7","S",2021-10-13 15:00:00,16.9,18.461,NA,NA,78.3,82.885,897.9,0,NA,149.2,5.1,9.2,15.9,1.561,NA,NA,4.58500000000001,NA,"pull1",2021-11-30,"B.12"
"173",518,"Arl","7","S",2021-10-13 16:00:00,16.5,16.701,NA,NA,80.4,89.518,246.6,0,NA,159.5,5,8.9,17,0.201000000000001,NA,NA,9.11799999999999,NA,"pull1",2021-11-30,"B.12"
"174",520,"Arl","7","S",2021-10-13 17:00:00,16.1,16.32,NA,NA,87.3,92.868,98,0,NA,160.2,4.3,7.8,16.3,0.219999999999999,NA,NA,5.568,NA,"pull1",2021-11-30,"B.12"
"175",524,"Arl","7","S",2021-10-13 18:00:00,16.4,16.439,NA,NA,89.1,94.495,73.4,0,NA,162.2,4.2,8.4,15.5,0.0390000000000015,NA,NA,5.39500000000001,NA,"pull1",2021-11-30,"B.12"
"176",526,"Arl","7","S",2021-10-13 19:00:00,16.5,16.272,NA,NA,92.7,97.275,1.7,0,NA,178.7,3.6,7.1,14.7,-0.228000000000002,NA,NA,4.575,NA,"pull1",2021-11-30,"B.12"
"177",530,"Arl","7","S",2021-10-13 20:00:00,16.6,16.558,NA,NA,96.3,98.941,0,0,NA,168.3,3.1,5.8,14.5,-0.0420000000000016,NA,NA,2.64100000000001,NA,"pull1",2021-11-30,"B.12"
"178",532,"Arl","7","S",2021-10-13 21:00:00,16.9,16.63,NA,NA,97.9,99.675,0,0,NA,162.7,2.5,4.7,14.4,-0.27,NA,NA,1.77499999999999,NA,"pull1",2021-11-30,"B.12"
"179",537,"Arl","7","S",2021-10-13 22:00:00,17.4,16.82,NA,NA,99.5,100,0,0,NA,164,2.5,4.8,16.6,-0.579999999999998,NA,NA,0.5,NA,"pull1",2021-11-30,"B.12"
"180",540,"Arl","7","S",2021-10-13 23:00:00,17.3,16.415,NA,NA,99.9,100,0,0,NA,180.5,2,4,15.5,-0.885000000000002,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"181",543,"Arl","7","S",2021-10-14 00:00:00,17.4,16.272,NA,NA,99.9,100,0,0,NA,196.7,2,4,12.2,-1.128,NA,NA,0.0999999999999943,NA,"pull1",2021-11-30,"B.12"
"182",546,"Arl","7","S",2021-10-14 01:00:00,17.3,16.082,NA,NA,99.1,100,0,0,NA,212.2,2.5,4.8,14.3,-1.218,NA,NA,0.900000000000006,NA,"pull1",2021-11-30,"B.12"
"183",547,"Arl","7","S",2021-10-14 02:00:00,16.8,14.984,NA,NA,91.7,100,0,0,NA,233.5,3.2,7,12.1,-1.816,NA,NA,8.3,NA,"pull1",2021-11-30,"B.12"
"184",552,"Arl","7","S",2021-10-14 03:00:00,15.7,13.882,NA,NA,85.2,100,0,0,NA,235.7,2.5,6.3,15.3,-1.818,NA,NA,14.8,NA,"pull1",2021-11-30,"B.12"
"185",554,"Arl","7","S",2021-10-14 04:00:00,13.8,12.582,NA,NA,88.7,100,0,0,NA,203.1,0.7,2.3,15.9,-1.218,NA,NA,11.3,NA,"pull1",2021-11-30,"B.12"
"186",557,"Arl","7","S",2021-10-14 05:00:00,13.5,12.485,NA,NA,86.7,99.614,0,0,NA,200.5,1.5,3,13.9,-1.015,NA,NA,12.914,NA,"pull1",2021-11-30,"B.12"
"187",560,"Arl","7","S",2021-10-14 06:00:00,13.5,12.074,NA,NA,75.3,95.591,0,0,NA,215.1,1.9,4.5,12.2,-1.426,NA,NA,20.291,NA,"pull1",2021-11-30,"B.12"
"188",563,"Arl","7","S",2021-10-14 07:00:00,12.8,11.759,NA,NA,74.6,92.459,0.1,0,NA,220.3,2,3.8,12.7,-1.041,NA,NA,17.859,NA,"pull1",2021-11-30,"B.12"
"189",567,"Arl","7","S",2021-10-14 08:00:00,12.6,11.565,NA,NA,68.8,89.63,29.1,0,NA,224.2,2.4,4,17,-1.035,NA,NA,20.83,NA,"pull1",2021-11-30,"B.12"
"190",570,"Arl","7","S",2021-10-14 09:00:00,12.6,12.001,NA,NA,64.1,82.772,165.4,0,NA,244,3.3,6.2,12.4,-0.599,NA,NA,18.672,NA,"pull1",2021-11-30,"B.12"
"191",571,"Arl","7","S",2021-10-14 10:00:00,13.1,14.29,NA,NA,61.9,74.877,558.5,0,NA,236.7,3.7,6.5,17.1,1.19,NA,NA,12.977,NA,"pull1",2021-11-30,"B.12"
"192",575,"Arl","7","S",2021-10-14 11:00:00,13.4,15.103,NA,NA,61,72.117,736.7,0,NA,230.2,4.3,7.4,14.3,1.703,NA,NA,11.117,NA,"pull1",2021-11-30,"B.12"
"193",579,"Arl","7","S",2021-10-14 12:00:00,14.9,18.937,NA,NA,57.2,61.303,1730.8,0,NA,222.3,4.7,8.3,16.2,4.037,NA,NA,4.10299999999999,NA,"pull1",2021-11-30,"B.12"
"194",580,"Arl","7","S",2021-10-14 13:00:00,16.9,21.509,NA,NA,53.1,56.275,2029.1,0,NA,230.5,4.8,7.7,18.5,4.609,NA,NA,3.175,NA,"pull1",2021-11-30,"B.12"
"195",585,"Arl","7","S",2021-10-14 14:00:00,18.2,22.178,NA,NA,48.6,56.064,1981.4,0,NA,239.9,4.7,7.7,17.2,3.978,NA,NA,7.464,NA,"pull1",2021-11-30,"B.12"
"196",588,"Arl","7","S",2021-10-14 15:00:00,18.8,22.561,NA,NA,46.7,53.756,1753.8,0,NA,252.3,4.4,8.2,18.8,3.761,NA,NA,7.056,NA,"pull1",2021-11-30,"B.12"
"197",591,"Arl","7","S",2021-10-14 16:00:00,19,21.175,NA,NA,47,56.071,1373.7,0,NA,238.5,4.1,7.1,16.5,2.175,NA,NA,9.071,NA,"pull1",2021-11-30,"B.12"
"198",594,"Arl","7","S",2021-10-14 17:00:00,18.9,19.532,NA,NA,47.5,61.098,872.5,0,NA,242.1,3.2,6.2,17.3,0.632000000000001,NA,NA,13.598,NA,"pull1",2021-11-30,"B.12"
"199",596,"Arl","7","S",2021-10-14 18:00:00,17.8,15.819,NA,NA,49.5,76.822,330,0,NA,256.4,2.3,4.8,13.1,-1.981,NA,NA,27.322,NA,"pull1",2021-11-30,"B.12"
"200",600,"Arl","7","S",2021-10-14 19:00:00,13.3,10.516,NA,NA,68,95.177,10.8,0,NA,228.3,0.1,1.4,3.5,-2.784,NA,NA,27.177,NA,"pull1",2021-11-30,"B.12"
"201",601,"Arl","7","S",2021-10-14 20:00:00,9.6,8.17,NA,NA,88.9,99.175,0,0,NA,222.2,0,0.8,1.1,-1.43,NA,NA,10.275,NA,"pull1",2021-11-30,"B.12"
"202",606,"Arl","7","S",2021-10-14 21:00:00,7.8,6.864,NA,NA,95.7,100,0,0,NA,0,0,0,0,-0.936,NA,NA,4.3,NA,"pull1",2021-11-30,"B.12"
"203",609,"Arl","7","S",2021-10-14 22:00:00,6.9,5.847,NA,NA,99,100,0,0,NA,0,0,0,0,-1.053,NA,NA,1,NA,"pull1",2021-11-30,"B.12"
"204",611,"Arl","7","S",2021-10-14 23:00:00,6.6,5.257,NA,NA,99.1,100,0,0,NA,0,0,0,0,-1.343,NA,NA,0.900000000000006,NA,"pull1",2021-11-30,"B.12"
"205",613,"Arl","7","S",2021-10-15 00:00:00,6.5,4.558,NA,NA,98.6,100,0,0,NA,286.4,0.4,1.7,6.9,-1.942,NA,NA,1.40000000000001,NA,"pull1",2021-11-30,"B.12"
"206",617,"Arl","7","S",2021-10-15 01:00:00,7.1,4.298,NA,NA,95.2,100,0,0,NA,276.2,0.6,1.9,5.2,-2.802,NA,NA,4.8,NA,"pull1",2021-11-30,"B.12"
"207",621,"Arl","7","S",2021-10-15 02:00:00,6,3.67,NA,NA,97.5,100,0,0,NA,312.5,0.3,2.1,6.9,-2.33,NA,NA,2.5,NA,"pull1",2021-11-30,"B.12"
"208",623,"Arl","7","S",2021-10-15 03:00:00,6.7,4.141,NA,NA,91.3,100,0,0,NA,319.2,1.2,2.5,22.1,-2.559,NA,NA,8.7,NA,"pull1",2021-11-30,"B.12"
"209",627,"Arl","7","S",2021-10-15 04:00:00,6.2,3.932,NA,NA,90.5,100,0,0,NA,319.7,1.4,2.5,12,-2.268,NA,NA,9.5,NA,"pull1",2021-11-30,"B.12"
"210",628,"Arl","7","S",2021-10-15 05:00:00,5.3,3.142,NA,NA,93.9,100,0,0,NA,324.8,0.1,1.4,3.2,-2.158,NA,NA,6.09999999999999,NA,"pull1",2021-11-30,"B.12"
"211",632,"Arl","7","S",2021-10-15 06:00:00,4.3,3.036,NA,NA,98,100,0,0,NA,215.3,0.1,0.9,2.7,-1.264,NA,NA,2,NA,"pull1",2021-11-30,"B.12"
"212",634,"Arl","7","S",2021-10-15 07:00:00,5.1,4.194,NA,NA,99.5,100,0.2,0,NA,330,0.1,1.4,14.2,-0.906,NA,NA,0.5,NA,"pull1",2021-11-30,"B.12"
"213",637,"Arl","7","S",2021-10-15 08:00:00,5.4,5.385,NA,NA,99.4,100,48,0,NA,331.9,0.2,1.6,15.5,-0.0150000000000006,NA,NA,0.599999999999994,NA,"pull1",2021-11-30,"B.12"
"214",640,"Arl","7","S",2021-10-15 09:00:00,7.7,8.295,NA,NA,94.9,100,156,0,NA,270,1.2,3.4,8.9,0.595,NA,NA,5.09999999999999,NA,"pull1",2021-11-30,"B.12"
"215",645,"Arl","7","S",2021-10-15 10:00:00,8.7,10.051,NA,NA,91.3,100,250.9,0,NA,276.6,0.9,2.8,29.5,1.351,NA,NA,8.7,NA,"pull1",2021-11-30,"B.12"
"216",647,"Arl","7","S",2021-10-15 11:00:00,8.9,10.271,NA,NA,93.6,100,211.8,0.25,NA,320,1.2,2.6,20.9,1.371,NA,NA,6.40000000000001,NA,"pull1",2021-11-30,"B.12"
"217",649,"Arl","7","S",2021-10-15 12:00:00,9.9,12.968,NA,NA,85,100,545.5,0,NA,334.4,0.4,2.6,27.6,3.068,NA,NA,15,NA,"pull1",2021-11-30,"B.12"
"218",654,"Arl","7","S",2021-10-15 13:00:00,10.8,14.409,NA,NA,79.1,95.545,746.7,0,NA,266.9,1.9,3.6,17.4,3.609,NA,NA,16.445,NA,"pull1",2021-11-30,"B.12"
"219",656,"Arl","7","S",2021-10-15 14:00:00,12.2,19.627,NA,NA,69.5,75.844,1414.2,0,NA,258.9,1.8,4.2,29.6,7.427,NA,NA,6.34399999999999,NA,"pull1",2021-11-30,"B.12"
"220",658,"Arl","7","S",2021-10-15 15:00:00,13.9,20.722,NA,NA,59.1,59.254,1555.9,0,NA,266.5,2.6,5.5,22,6.822,NA,NA,0.153999999999996,NA,"pull1",2021-11-30,"B.12"
"221",661,"Arl","7","S",2021-10-15 16:00:00,14.3,17.677,NA,NA,53.8,63.905,1024.1,0,NA,258.9,3,5.8,18.9,3.377,NA,NA,10.105,NA,"pull1",2021-11-30,"B.12"
"222",664,"Arl","7","S",2021-10-15 17:00:00,13.8,14.577,NA,NA,54,67.325,405.8,0,NA,257.3,2.8,5.6,16.7,0.776999999999999,NA,NA,13.325,NA,"pull1",2021-11-30,"B.12"
"223",668,"Arl","7","S",2021-10-15 18:00:00,12.9,12.195,NA,NA,59.4,83.14,183.1,0,NA,234.1,1.7,4,11.1,-0.705,NA,NA,23.74,NA,"pull1",2021-11-30,"B.12"
"224",671,"Arl","7","S",2021-10-15 19:00:00,10.3,8.419,NA,NA,74.7,94.065,18.4,0,NA,239.5,0.3,2.3,12.5,-1.881,NA,NA,19.365,NA,"pull1",2021-11-30,"B.12"
"225",675,"Arl","7","S",2021-10-15 20:00:00,9.1,6.458,NA,NA,76.7,97.814,0,0,NA,268.3,1.5,3.2,7.7,-2.642,NA,NA,21.114,NA,"pull1",2021-11-30,"B.12"
"226",677,"Arl","7","S",2021-10-15 21:00:00,7.7,4.999,NA,NA,74.8,98.77,0,0,NA,269.8,1.5,2.1,8.2,-2.701,NA,NA,23.97,NA,"pull1",2021-11-30,"B.12"
"227",681,"Arl","7","S",2021-10-15 22:00:00,7.4,4.973,NA,NA,72.5,97.498,0,0,NA,284.8,2.1,3.6,12.2,-2.427,NA,NA,24.998,NA,"pull1",2021-11-30,"B.12"
"228",684,"Arl","7","S",2021-10-15 23:00:00,7.9,5.154,NA,NA,66.6,96.127,0,0,NA,297.6,3.1,6,12.6,-2.746,NA,NA,29.527,NA,"pull1",2021-11-30,"B.12"
"229",686,"Arl","7","S",2021-10-16 00:00:00,6.1,3.854,NA,NA,75.2,98.302,0,0,NA,277.6,1.8,4.1,12.9,-2.246,NA,NA,23.102,NA,"pull1",2021-11-30,"B.12"
"230",688,"Arl","7","S",2021-10-16 01:00:00,4.4,2.664,NA,NA,83.6,99.07,0,0,NA,272.4,1.3,2.5,9.2,-1.736,NA,NA,15.47,NA,"pull1",2021-11-30,"B.12"
"231",692,"Arl","7","S",2021-10-16 02:00:00,4.2,2.69,NA,NA,86.3,99.173,0,0,NA,269.3,1.7,2.6,8.2,-1.51,NA,NA,12.873,NA,"pull1",2021-11-30,"B.12"
"232",696,"Arl","7","S",2021-10-16 03:00:00,3.9,2.664,NA,NA,88.2,99.595,0,0,NA,271,1.8,3.8,8.9,-1.236,NA,NA,11.395,NA,"pull1",2021-11-30,"B.12"
"233",698,"Arl","7","S",2021-10-16 04:00:00,4.4,3.195,NA,NA,86.3,99.557,0,0,NA,281.1,2.9,4.5,12.2,-1.205,NA,NA,13.257,NA,"pull1",2021-11-30,"B.12"
"234",701,"Arl","7","S",2021-10-16 05:00:00,4.3,2.983,NA,NA,86.9,99.639,0,0,NA,278.9,2.5,4.1,12,-1.317,NA,NA,12.739,NA,"pull1",2021-11-30,"B.12"
"235",703,"Arl","7","S",2021-10-16 06:00:00,3.5,2.477,NA,NA,90.3,99.875,0,0,NA,274.9,1.7,3.2,10.4,-1.023,NA,NA,9.575,NA,"pull1",2021-11-30,"B.12"
"236",707,"Arl","7","S",2021-10-16 07:00:00,3.5,2.396,NA,NA,90.3,100,0.4,0,NA,275.8,2,3.4,12.2,-1.104,NA,NA,9.7,NA,"pull1",2021-11-30,"B.12"
"237",711,"Arl","7","S",2021-10-16 08:00:00,3.7,3.248,NA,NA,90.2,100,98.8,0,NA,270,2.4,3.8,12.3,-0.452,NA,NA,9.8,NA,"pull1",2021-11-30,"B.12"
"238",714,"Arl","7","S",2021-10-16 09:00:00,5.5,6.408,NA,NA,85.1,100,576.4,0,NA,281.5,3.5,5.8,13.4,0.908,NA,NA,14.9,NA,"pull1",2021-11-30,"B.12"
"239",716,"Arl","7","S",2021-10-16 10:00:00,7.6,9.879,NA,NA,75.3,91.437,1100.4,0,NA,278.9,4.1,7.1,14.5,2.279,NA,NA,16.137,NA,"pull1",2021-11-30,"B.12"
"240",719,"Arl","7","S",2021-10-16 11:00:00,9.7,14.385,NA,NA,62.1,68.91,1557.3,0,NA,289,4.8,8.3,18.7,4.685,NA,NA,6.81,NA,"pull1",2021-11-30,"B.12"
"241",723,"Arl","7","S",2021-10-16 12:00:00,11.4,16.892,NA,NA,51.7,59.769,1862.2,0,NA,294.1,5.4,9.8,17.3,5.492,NA,NA,8.069,NA,"pull1",2021-11-30,"B.12"
"242",725,"Arl","7","S",2021-10-16 13:00:00,12.5,17.843,NA,NA,46,52.839,1890.1,0,NA,294,5.7,9.7,18.5,5.343,NA,NA,6.839,NA,"pull1",2021-11-30,"B.12"
"243",729,"Arl","7","S",2021-10-16 14:00:00,13.7,18.509,NA,NA,41.1,51.506,1904.7,0,NA,292,6.1,10.1,18.4,4.809,NA,NA,10.406,NA,"pull1",2021-11-30,"B.12"
"244",730,"Arl","7","S",2021-10-16 15:00:00,14.2,18.461,NA,NA,39,48.908,1764.1,0,NA,289.6,6.4,11.3,17,4.261,NA,NA,9.908,NA,"pull1",2021-11-30,"B.12"
"245",733,"Arl","7","S",2021-10-16 16:00:00,14.4,17.058,NA,NA,37.6,48.475,1331.3,0,NA,291.6,5.9,9.9,17.3,2.658,NA,NA,10.875,NA,"pull1",2021-11-30,"B.12"
"246",738,"Arl","7","S",2021-10-16 17:00:00,14.2,14.529,NA,NA,37.2,53.136,841.8,0,NA,286,5.8,10.2,14.3,0.329000000000001,NA,NA,15.936,NA,"pull1",2021-11-30,"B.12"
"247",739,"Arl","7","S",2021-10-16 18:00:00,12.9,11.005,NA,NA,40.5,63.379,292.4,0,NA,285.5,4.2,8.3,13.2,-1.895,NA,NA,22.879,NA,"pull1",2021-11-30,"B.12"
"248",744,"Arl","7","S",2021-10-16 19:00:00,9.7,6.535,NA,NA,53,87.662,8,0,NA,272.4,1.9,4.7,13.8,-3.165,NA,NA,34.662,NA,"pull1",2021-11-30,"B.12"
"249",745,"Arl","7","S",2021-10-16 20:00:00,6.8,4.037,NA,NA,64,93.876,0,0,NA,265.1,1.6,2.1,3.7,-2.763,NA,NA,29.876,NA,"pull1",2021-11-30,"B.12"
